name,line1,city,zip,country,regon,pesel,nip,nip_czysty,invoice_currency,freight_currency,payment_term,phone1,phone2,fax,"email",www,invoice_language
"BON-trans B.V. Int. Exp.Venlo","Postbus 148","AC Venlo",5900,NL,,,809379946B01,80937994601,EUR,EUR,45,,,,,,PL
"WILHELM IM FANGE nternationale Transporte und Spedition","Sandstr. 63",Ratingen,40878,DE,,,121565751,121565751,EUR,EUR,45,,,,,,PL
"Dirk Zänsch Spedition Güternah- und Güterfernverkehr","Alte Bahnhofsstrasse 4",Dorndorf,36460,DE,,,150850347,150850347,EUR,EUR,45,,,,,,PL
"ESSER LOGISTIK GMBH","Waltherstr. 49-51",Koln,51069,DE,,,812559217,812559217,EUR,EUR,45,,,,,,PL
"SAUER TRANSPORT GMBH","Amalienstrasse 10",Frankenberg,9669,DE,,,152453683,152453683,EUR,EUR,45,,,,karin.tippmann@sachsenspedition.de,,PL
"DMA LOGISTICS GMBH","Max-Planck-Strasse 1",Unna,59423,DE,,,260881380,260881380,EUR,EUR,45,,,,r.kuznetsov@dmalogistics.de,,PL
"REINING FORWARDING B.V.","Postbus 85","AB Hoogezand-Holland",9600,NL,,,804075293B01,80407529301,EUR,EUR,45,,,,,,PL
"ARKA S.C. ARTUR GLOD, WIESLAW JANTAS","Poludniowa 15",Szczecin,71-001,PL,,,8520506514,8520506514,PLN,EUR,45,,,,,,PL
"KUEHNE + NAGEL (AG & CO.) KG","Messezentrum 1",Nurnberg,90471,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"PANEUROPA ROESCH GMBH","Ellerholzweg 30",Hamburg,21107,DE,,,812858841,812858841,EUR,EUR,45,,,,,,PL
"HANSE-SERVICE INTERN. FACHSPED GmbH","Dratelnstrasse 18",Hamburg,21109,DE,,,118561391,118561391,EUR,EUR,45,,,,,,PL
"THEO KISSEL GMBH","Grabenstr. 8",Dahn,66994,DE,,,149604269,149604269,EUR,EUR,45,,,,,,PL
"DOC LOGISTICS","51, Rue de la Chapelle",Hazebrouck,59529,FR,,,26491219192,26491219192,EUR,EUR,45,,,,,,PL
"HIGHSPEED MARTIN KLUBER","WENTORFER STR.1",LINAU,22959,DE,,,182818761,182818761,EUR,EUR,45,,,,,,PL
"ATO TRANSPORT UND LOGISTIK","Mangfallstrasse 55","Rosenheim -Aisingerwies",83026,DE,,,131167142,131167142,EUR,EUR,45,,,,,,PL
"SPEDITION LODE GMBH","GERETSRIEDER STR. 14",Waldkraiburg,84478,DE,,,129263288,129263288,EUR,EUR,45,,,,m.jobb@spedition-lode.de,,PL
"GOLDBACH KIRCHNER LOGISTIK GMBH","Am Sportplatz 7",Geiselbach,63826,DE,,,249023291,249023291,EUR,EUR,45,,,,,,PL
"DKT DAS KURIER TEAM GMBH","Hertich Str. 10",Leonberg,71229,DE,,,209657940,209657940,EUR,EUR,45,,,,,,PL
"SCHENKER DEUTSCHLAND AG","Bremer Str. 90",Nurnberg,90451,DE,,,811228366,811228366,EUR,EUR,30,,,,dominic.beck@dbschenker.com,,PL
"WERNER STAHMER KG","Arp-Schnitger-Stieg 65",Hamburg,21129,DE,,,118238573,118238573,EUR,EUR,45,,,,,,PL
"VOS LOGISTICS EDE BV","Galvanistraat 100","AE Ede",6716,NL,,,803447061B01,80344706101,EUR,EUR,45,,,,,,PL
"EXPRESS-KURIER nternationale Spedition, Eiltransporte + urierdienste Innerhalb Europas GmbH","Merkurstr. 21",Fürth,90763,DE,,,133514049,133514049,EUR,EUR,45,,,,,,PL
"MALHERBE TRANSPORTS SAS","8 Avenue Fondeyre-Bat A8 Zi",Toulouse,31200,FR,,,68430360727,68430360727,EUR,EUR,45,,,,,,PL
"SLK KOCK nt. Spedition & Logistik GmbH","Emslandstrasse 28",Schuttorf,48465,DE,,,813051821,813051821,EUR,EUR,45,,,,abrechnung@slk-kock.de,,PL
"MFG gez. Wilhelm Diehl GmbH & Co. KG","Zeppelinstr. 90",Esslingen,73730,DE,,,145356305,145356305,EUR,EUR,45,,,,barbara.rotheneder@diehl-spedition.com,,PL
"SPEDITION BERNH. PETERS","Fichtenstr. 7",Ochtrup,48607,DE,,,214673496,214673496,EUR,EUR,45,,,,bpeters@spedition-peters-ochtrup.de,,PL
"PETER RHEDEY nternationale Transporte GmbH","Moosfeldstr. 3",Bergheim,5101,AT,,,ATU34760407,34760407,EUR,EUR,45,,,,,,PL
"K. SCHMID TRANSPORTSERVICE","Grasmuckenweg 6",Nattheim,89564,DE,,,218390416,218390416,EUR,EUR,45,,,,,,PL
"HEINRICH KOTTMANN SPEDITION GmbH & Co.KG","HEIDFELD 6",BUEREN,33142,DE,,,813476561,813476561,EUR,EUR,45,,,,,,PL
"PMS-PROJECT MANAGEMENT","DEKORACYJNA 8","ZIELONA GÓRA",65-722,PL,,,929-175-57-12,9291755712,EUR,EUR,45,,,,,,PL
"BURSA SPEDITION","M. -H. -Klaproth-Str.34",Wernigerode,38855,DE,,,814787249,814787249,EUR,EUR,45,,,,,,PL
"TRANS SERVICE TEAM","Hochrheinstrasse 12",Worms,67550,DE,,,178029556,178029556,EUR,EUR,45,,,,marcus.goette@trans-service-team.com,,PL
"JENTSCH Logistik GmbH","Am Eifeltor 10",Koln,50997,DE,,,814322501,814322501,EUR,EUR,45,,,,,,PL
"KOCH SPEDITION KG","Karlsteiner Strasse 9",Dobersberg,3843,AT,,,U66519617,66519617,EUR,EUR,45,,,,i.gaertner@spedition-koch.at,,PL
"H.I.T. J. HEUHSEN GmbH & Co.KG","Am Panneschopp 4",Nettetal,41334,DE,,,215616768,215616768,EUR,EUR,45,,,,,,PL
"RABEN LOGISTICS GERMANY GmbH","Burgweintinger 31",Regensburg,93055,DE,,,200207156,200207156,EUR,EUR,45,,,,michael.dineiger@raben-group.com,,PL
"HANS-PETER ROOS Speditionsdienstleistungen","Pilttersdorfer Strasse 9",Mannheim,68239,DE,,,230269999,230269999,EUR,EUR,45,,,,mroos@roos-sped.de,,PL
"LEINSLE GmbH","Bachstrasse 15",Buchloe,86807,DE,,,128671434,128671434,EUR,EUR,45,,,,,,PL
"ATEGE Allgemeine  ransportgesellschaft vorm. Gondrand & Mangili mbH","Feldmuhlenstrasse 15",Hagen,58099,DE,,,129290489,129290489,EUR,EUR,45,,,,sebastian.mann@gondrand-logistics.com,,PL
"FEIX - TRANSPORTE","Gielsdorferstrasse 17","Elster-Stadt Zahna Elster",6895,DE,,,139838331,139838331,EUR,EUR,45,,,,,,PL
"KANNEGIESSER Spedition GmbH","Friedrich-Willhelm-Strasse 2",Minden,32423,DE,,,251722978,251722978,EUR,EUR,45,,,,,,PL
TECHTRANS,"Pommernstrasse 13",Munchen,80809,DE,,,173126998,173126998,EUR,EUR,45,,,,,,PL
HULKENBERG,"Hohe Sorge 20",Emmerich,46446,DE,,,813909367,813909367,EUR,EUR,45,,,,,,PL
EXPOTRANS,"Vorgebirgsstrasse 28",Wesseling,50389,DE,,,815206421,815206421,EUR,EUR,45,,,,,,PL
"MCG LOGISTIK GmbH","Torgauerstrasse 38a",Strehla,1616,DE,,,200646034,200646034,EUR,EUR,45,,,,,,PL
"GRAFE SPEDITION","Gawerbering Nord 30",Breting,1900,DE,,,811864679,811864679,EUR,EUR,45,,,,,,PL
"POLKOTRANS Spółka zo.o. Szczecin Oddział Słubice","Transportowa 8",Słubice,69-100,PL,,,9551884979,9551884979,PLN,EUR,45,,,,,,PL
"BLUE WETER SHIPPING A/S","Ventrupparken 8 B",Greve,2670,DK,,,40516611,40516611,EUR,EUR,45,,,,,,PL
HERRHAMMER,"Kreillerstrasse 175",Munchen,81825,DE,,,130424499,130424499,EUR,EUR,45,,,,,,PL
"ERICH WEISS  PEDITION GmbH & Co.KG","Humboldtstrasse 1-3",Heiligenhaus,42579,DE,,,121530646,121530646,EUR,EUR,45,,,,,,PL
"DHL LOGISTICS","Albertusweg 36",Delmenhorst,27755,DE,,,118552411,118552411,EUR,EUR,45,,,,,,PL
"M. PREYMESSER GmbH & Co.KG","Hoeher Weg 271a",Duesseldorf,40231,DE,,,121646844,121646844,EUR,EUR,45,,,,,,PL
"EP LOGISTIC GmbH","Lessingstrasse 35","Neu Wulmstorf",21629,DE,,,114954566,114954566,EUR,EUR,45,,,,,,PL
"AUST SPEDITION","Herderstrasse 1a",Langenfeld,40764,DE,,,155748700,155748700,EUR,EUR,45,,,,,,PL
"L + T Logistik + Transport Gesellschaft Poessneck mbH & Co.KG","Auf dem unteren Kreuzstueck 7",Oppurg,7381,DE,,,214009511,214009511,EUR,EUR,45,,,,,,PL
"HEYSTEE TRANSPORT","Machineweg 30","Aw Nederhorst den Berg",1394,NL,,,850612615B01,85061261501,EUR,EUR,45,,,,,,PL
"BEST LOGISTIC GmbH & Co.KG","Saarburger Ring 7",Mannheim,68229,DE,,,813001749,813001749,EUR,EUR,45,,,,"oliver.blum@best-logistic.de, mannheim@best-logistic.de",,PL
"LAIBLE AG","Ernst-Homberger-Strasse 5",Schaffhausen,8207,CH,,,194449796,194449796,EUR,EUR,45,,,,jessica.flubacher@laible.ch,,PL
"VAN THIEL TRANSPORT B.V.","Kleine Mheenweg 1","BM Hierden",3849,NL,,,800828999B01,80082899901,EUR,EUR,45,,,,,,PL
"GEFCO DEUTSCHLAND GMBH","Maerkische Allee 65",Grossbeeren,14979,DE,,,811122082,811122082,EUR,EUR,45,,,,,,PL
"K & T Logistik und Speditionsgesellschaft mbH","Haarbergstrasse 47",Erfurt,99097,DE,,,168067952,168067952,EUR,EUR,45,,,,info@kutlogistik.de,,PL
"WINNER SPEDITION GMBH & CO.KG","In Der Kolling",Bexbach,66450,DE,,,125572634,125572634,EUR,EUR,45,,,,"Dieter.Wolf@winner-spedition.de,rewe@winner-spedition.de",,PL
"PW FORUM PAWEŁ KOTERSKI","Jednosci 29","Zielona Góra",65-018,PL,,,9291083342,9291083342,PLN,EUR,45,,,,,,PL
"ZEITFRACHT LOGISTIK GMBH","Friedrich-Olbricht-Damm 46+48",Berlin,13627,DE,,,217086270,217086270,EUR,EUR,45,,,,,,PL
"IN TIME TRANSPORTGESELLSCHAFT GmbH","Oesterleystrasse 73",Hamburg,22587,DE,,,257137146,257137146,EUR,EUR,45,,,,"susanne.voss@intime.info, jan.schleicher@intime.info",,PL
"KGV-Speditionsgesellschaft mbH.","Vinkratherstrasse 46",Grefrath,47929,DE,,,120000388,120000388,EUR,EUR,35,,,,kgv-spedition@t-online.de,,PL
"Gebr. NISTERS GMBH &CO.KG","Gier 15",Nettetal-Breyell,41334,DE,,,120003629,120003629,EUR,EUR,45,,,,"nisters@web.de, info@spedition-nisters.de",,PL
"TRANS EUREX LOGISTICS E.K.","Vogesenstrasse 24",Neuried,77743,DE,,,251790154,251790154,EUR,EUR,45,,,,,,PL
"DSV OSTERREICH SPEDITION GMBH","Flughafenstrasse 1",Horsching,4063,AT,,,U23986505,23986505,EUR,EUR,45,,,,,,PL
"LISOWSKI GMBH INTERNATIONALE Spedition","Budapesterstrasse 13a",Regensburg,93055,DE,,,247646313,247646313,EUR,EUR,45,,,,,,PL
"LOGWIN SOLUTIONS DEUTSCHLAND GMBH","Heinkelstrasse 2",Ludwigsburg,71634,DE,,,811113220,811113220,EUR,EUR,45,,,,,,PL
"SCHWERDTFEGER TRANSPORT GmbH","Otto-Lilienthal-Strasse 8","Filderstadt (Plattenhardt)",70794,DE,,,191009319,191009319,EUR,EUR,45,,,,,,PL
"TRANS - LUC","Okrężna 15",Złotniki,62-002,PL,,,7771014587,7771014587,PLN,EUR,45,,,,,,PL
"LENTZ MULTIMODAL SA","Container Terminal, Zi Scheleck 2",Bettembourg,3225,LU,,,16571800,16571800,EUR,EUR,45,,,,,,PL
"DACHSER-AUSTRIA GMBH","Industriestrasse 3",Lannach,8502,AT,,,U47239901,47239901,EUR,EUR,45,,,,,,PL
"LD LOGISTIK GmbH & Co.KG","Daimlerstrasse 19",Weinheim,69469,DE,,,263587278,263587278,EUR,EUR,45,,,,"sommer@ld-logistik.de, schubje@ld-logistik.de",,PL
"GEBRUDER WEISS AG","Werftstrasse 1",Altenrhein,9423,CH,,,477229,477229,EUR,EUR,45,,,,robert.maier@gw-world.com,,PL
"SCHENKER DEITSCHLAND AG Geschaftsstelle Hannover-Messe","Karlsruherstrasse 10",Hannover,30519,DE,,,811228366,811228366,EUR,EUR,45,,,,,,PL
"FERNTRANS SPEDITIONS GMBH","Boehmenkircherstrasse 11",Bartholomae,73566,DE,,,146751763,146751763,EUR,EUR,45,,,,,,PL
"MESENICH TRANSPORTE","Am Streitwald 2",Zell-Barl/Mosel,56856,DE,,,196352298,196352298,EUR,EUR,45,,,,mesenich.transporte@t-online.de,,PL
"QUEHENBERGER Logistics GmbH","Handelszentrum 3","Bergheim bei Salzburg",5101,AT,,,U65513278,65513278,EUR,EUR,45,,,,,,PL
"Peter Bohr Transporte","Nordstrasse 48",Grefrath,47929,DE,,,812956015,812956015,EUR,EUR,45,,,,barbara.bohr@peter-bohr-transporte.de,,PL
"AHLERS GLOBAL LOGISTICS GMBH","An der B 6 nr 12",Ritterhude,27721,DE,,,265250947,265250947,EUR,EUR,45,,,,,,PL
"HAUSCHILDT INTERNATIONALE SPEDition","Reiherstiegdeich 50",Hamburg,21107,DE,,,248194834,248194834,EUR,EUR,45,,,,,,PL
"LUDWIG HABERLE LOGISTIK GMBH","Guglingstrasse 85","Schwabisch Gmund",73529,DE,,,146752694,146752694,EUR,EUR,60,,,,rgeingang@haeberle-logistik.de,,PL
"ATM Achimer Transport Mmanagament","Verdenerstrasse 124",Achim,28832,DE,,,270201986,270201986,EUR,EUR,45,,,,,,PL
"SCHENKER DEUTSCHLAND AG","Gottfried Schenkerstrasse 10",Lichtenau,9244,DE,,,811228366,811228366,EUR,EUR,30,,,,"chemnitz.abrechnung@dbschenker.com; katrin.girth@dbschenker.com",,PL
"E TRANS SPOL. S R.O.","Petrucka 2540/11a","Praha 2",12144,CZ,,,46349189,46349189,EUR,EUR,45,,,,,,PL
"ALPHA LOGISTIK GMBH","Hambuegerstrasse 80",Nurnberg,90451,DE,,,814473113,814473113,EUR,EUR,45,,,,,,PL
"SCS SUPPLY CHAIN SERVICES AG","Hochweg 17",Schonberg,94513,DE,,,814491997,814491997,EUR,EUR,45,,,,,,PL
"INTERNATIONAL FASHION LOGISTIC gmbh","Robert Kochstrasse 8",Emmerich,46446,DE,,,814802799,814802799,EUR,EUR,45,,,,,,PL
"S.SCHWARZ SPEDITIONS GMBH","Siemensstrasse 13",Unterschleissheim,85716,DE,,,129454474,129454474,EUR,EUR,45,,,,"manuela.krah@schwarz-spedition.com, info@schwarz-spedition.com",,PL
"RHENUS FREIGHT LOGISTICS GMBH &CO.KG","Schumanstrasse 14a",Wurselen,52146,DE,,,124898841,124898841,EUR,EUR,45,,,,,,PL
"TSC TRANSPORT-SERVICE & LOGISTik GmbH & Co.KG","Weihersfeld 27a",Bruggen,41379,DE,,,812603492,812603492,EUR,EUR,45,,,,classen@tsc-logistik.de,,PL
"SCHENKER NV ( RPU)","Blokhuisstraat 36",Mechelen,2800,BE,,,406315776,406315776,EUR,EUR,45,,,,mechelen.invoices@dbschenker.com,,PL
FATTON-VALENCE,"Rue Louis Saillant - Zi de la Motte","Portes Les Valence",26800,FR,,,27956508469,27956508469,EUR,EUR,45,,,,,,PL
"MSL SPEDITION & LOGISTIK","Michael-Majerstrasse 18",Thierhaupten,86672,DE,,,279770117,279770117,EUR,EUR,45,,,,,,PL
"Spedition Alfred WEDLICH GMBH","Ludwig-thomastrasse 36",Bayreuth,95447,DE,,,163968509,163968509,EUR,EUR,45,,,,,,PL
"TRANSMOVE Heinz Gallmayer  rabsportservice Europaweit","Gautingerstrasse 23f",Krailling,82152,DE,,,194596480,194596480,EUR,EUR,45,,,,,,PL
"VAT LOGISTICS (Rotterdam) B.V.","Marco - Polostraat 2-14","AL Rotterdam",3165,NL,,,808429255B01,80842925501,EUR,EUR,45,,,,,,PL
"SPEDITION ALFONS FLUER","Gutenbergstrasse 12",Borken-Burlo,46325,DE,,,811815498,811815498,EUR,EUR,45,,,,beckmann@fluer-borken.de,,PL
"SPEDITION LEUPOLD GMBH","Am Saaleschloesschen 7",Oberkotzau,95145,DE,,,233468013,233468013,EUR,EUR,45,,,,ulrike.rank@spedition-leupold.de,,PL
"ARTUR MOLLER GMBH & CO.KG","Boskenstr. 44",Voerde,46562,DE,,,119065578,119065578,EUR,EUR,60,,,,,,PL
"Usługi Transportowe ALBATROS  acenty Kawczyński","Narutowicza 5a/5",Szczecinek,78-400,PL,,,6731131530,6731131530,PLN,EUR,45,,,,,,PL
"J.BUSSMANN GMBH","Stadtlohnerstrasse 15-17",Ahaus,48683,DE,,,229665451,229665451,EUR,EUR,45,,,,,,PL
"B & H SPEDITION GMBH & CO. INTERNATIONALE TRANSPORTE KG","Am Bahnhof 6a",Froettstaedt,99880,DE,,,814909428,814909428,EUR,EUR,45,,,,buchhaltung2@bh-spedition.com,,PL
"S.A.I.O.S. FRANK GOBEL","Hostertweg 12",Grafschaft,53501,DE,,,261616842,261616842,EUR,EUR,45,,,,,,PL
"SDV GEIS GMBH","Wanheimerstrasse 90",Dusseldorf,40468,DE,,,111659470,111659470,EUR,EUR,45,,,,,,PL
"A.S.S. SCHACHINGER","Fischerweg 10",Horsching,4063,AT,,,U40134109,40134109,EUR,EUR,45,,,,,,PL
"VEROTRANS-Transport und Lagerlogistik GmbH","Erlaufstrasse 40/3","Maria Enzersdorf",2344,AT,,,U55930309,55930309,EUR,EUR,45,,,,,,PL
"MIDDLEGATE Express & Logistics","Rue de IÉeronnerie 31",Milmort,4041,BE,,,890026468,890026468,EUR,EUR,45,,,,,,PL
"PAUL GERBETH GMBH & CO.KG","Schierackerstasse 7",Nurnberg,90431,DE,,,132941170,132941170,EUR,EUR,45,,,,,,PL
"XXL LOGISTIK GMBH","Wippershainerstrasse 51a","Bad Hersfeld",36251,DE,,,225459755,225459755,EUR,EUR,45,,,,,,PL
"EF EXPRESS GmbH","Gutenbergstrasse 8",Stuhr,28816,DE,,,223055518,223055518,EUR,EUR,45,,,,,,PL
"RABEN TRANS EUROPEAN GMBH iederlassung Guetersloh","Lupinenweg 11",Guetersloh,33334,DE,,,277971929,277971929,EUR,EUR,45,,,,adam.wozny@raben-group.com,,PL
"SCHENKER Deutschland AG eschaeftsstelle Bielefeld","Gottfried-Schenkerstasse 1","Schloss Holte-Stukenbrock",33758,DE,,,811228366,811228366,EUR,EUR,45,,,,"carsten.doerner@dbschenker.com; simone.hoetker@dbschenker.com",,PL
"RABEN TRANS EUROPEAN GERMANY GmbH","Hamburgerstrasse 60",Nurnberg,90451,DE,,,277971929,277971929,EUR,EUR,45,,,,,,PL
"SPEDITION & LOGISTIK Peter Koppensteiner","Nohagen 88",Nohagen,3521,AT,,,U62858722,62858722,EUR,EUR,45,,,,,,PL
"ALPHA LOGISTIK GMBH","Draisstrasse 1",Ansbach,91522,DE,,,814473113,814473113,EUR,EUR,45,,,,,,PL
"NURI S SOFORTSERVICE","Gorkeskamp 4",Stadtlohn,48703,DE,,,179931713,179931713,EUR,EUR,45,,,,,,PL
"TRANSMOVE no.vo GmbH","Hauptstr. 14d",Laubusch,2991,DE,,,194596480,194596480,EUR,EUR,45,,,,,,PL
"SIS LOGISTIK GMBH","Westhafenstrasse 1",Berlin,13353,DE,,,813243562,813243562,EUR,EUR,45,,,,,,PL
"HEUTTEMANN LOGISTIK GMBH","Hoeschstr. 10",Dorsten,46284,DE,,,811297996,811297996,EUR,EUR,45,,,,,,PL
"ERB TRANSPORTE GMBH Wolfgang Erb","Klingengasse 3","Vaihingen/ Enz",71665,DE,,,274675735,274675735,EUR,EUR,45,,,,Buchhaltung@erb-transporte.de,,PL
"HANS IHRO GMBH","Hochfeldstrasse 9-14",Neuenstein,74632,DE,,,146278907,146278907,EUR,EUR,45,,,,abrechnung@ihro.de,,PL
"HELLMANN WORLDWIDE LOGISTICS mbH & Co.KG","Am Unkelstein 40",Duisburg,47059,DE,,,117659402,117659402,EUR,EUR,45,,,,"sklippel@de.hellmann.net,smusong@de.hellmann.net",,PL
"BLG CARGO LOGISTICS GMBH Abt. Freight Forwarding","Containerstrasse 13",Bremen,28197,DE,,,812334148,812334148,EUR,EUR,45,,,,,,PL
"HEMMERLIN SA","Rue de Rotterdam - Zl de Bordeaux Fret",Bruges,33520,FR,,,11399514611,11399514611,EUR,EUR,45,,,,,,PL
ZIEGLER,"Rue Edouard Faure - Cidex 65","Bordeaux Cedex",33083,FR,,,59354500225,59354500225,EUR,EUR,45,,,,,,PL
"OCEAN TRANS UBERSEESPEDITION GmbH","Hedentorsteinweg 41",Bremen,28195,DE,,,114424819,114424819,EUR,EUR,45,,,,,,PL
"TRANSSPEED INTERNATIONALE TRANSPORTE","Am Pferdemarkt 1a",Langenhagen,30853,DE,,,267401434,267401434,EUR,EUR,45,,,,,,PL
"ICT INTERNATIONAL CARGO TRANSPORT (HOLLANG) B.V.","Molenakker 5","TW Reuver",5953,NL,,,818701365B01,81870136501,EUR,EUR,45,,,,,,PL
"DSV ROAD NV EUPEN","Industriestrasse 12",Eupen,4700,BE,,,404507618,404507618,EUR,EUR,45,,,,BEinvoices@dsv.com,,PL
"LLS TEAM GMBH Internationale Spedition Helmut Srkala","Christinstrasse 10",Pforzheim,75177,DE,,,812326236,812326236,EUR,EUR,45,,,,bernd.kiefer@lls-team.com,,PL
"MOIROUN RUNGIS Transports Internationaux","Sogaris 183","Rungis Cedex",94564,FR,,,48954506978,48954506978,EUR,EUR,45,,,,,,PL
"GO! GENERAL EXPRESS & CITY LOGISTICS GmbH","Wohlrabedamm 14",Berlin,13629,DE,,,169838187,169838187,EUR,EUR,45,,,,,,PL
"DRAGER & KOCH TRANSPORT GMBH","Frachtgebaude A4 Raum 31-32",Hannover-Flughafen,30669,DE,,,182835618,182835618,EUR,EUR,45,,,,,,PL
"TEMPOLOG TRAMSPORT GMBH","An der Rossweid 26",Karlsruhe,76229,DE,,,812893443,812893443,EUR,EUR,45,,,,,,PL
"DE GRAAF LOGISTICS BV","logistiekweg 18",Oosterhout,4906,NL,,,002065320B01,206532001,EUR,EUR,45,,,,,,PL
"EMONS SPEDITION GMBH","Bayreutherstrasse 4",Himmelkron,95502,DE,,,123053215,123053215,EUR,EUR,45,,,,,,PL
"JCL LOGISTICS BENELUX BV","Distributiestraat 5","KJ s-Heerenberg",7041,NL,,,001206035B01,120603501,EUR,EUR,45,,,,,,PL
"HELMUT VOHRINGER GMBH & CO.KG","Santisstrasse 50",Oberteuringen,88094,DE,,,176025636,176025636,EUR,EUR,45,,,,marlies.voehringer@voehringer-logistik.de,,PL
CS-LOGISTIK,"Talstrasse 47",Berghaupten,77791,DE,,,267083637,267083637,EUR,EUR,45,,,,auftraege@cs-logistik.com,,PL
"GEO-NORD SPEDITION GMBH + Frachtenvermittlugn","Talstrasse 27",Viersen,41751,DE,,,186390057,186390057,EUR,EUR,45,,,,,,PL
"SPITZNAGEL SPEDITION GMBH","Bahnhofstrasse 4",Lauchringen,79787,DE,,,142834769,142834769,EUR,EUR,45,,,,,,PL
"LEONHARD ANZENBERGER E.K. SPEDITION","Am Sandberg 26",Isen/Obb.,84424,DE,,,129540593,129540593,EUR,EUR,45,,,,,,PL
"YUSEN LOGISTICS (DEUTSCHLAND) GmbH","Marseiller Strasse 14-16",Duisburg-Rheinhausen,47229,DE,,,119273004,119273004,EUR,EUR,45,,,,,,PL
"ROSTOCK - TRANS GMBH","Grosse Rampe 7",Rostock,18146,DE,,,206817087,206817087,EUR,EUR,45,,,,,,PL
"ANTON FISCHER TRANSPORT GMBH","Dr.-Georg-Schaterstrasse 13","Furth im Wald",93437,DE,,,812851649,812851649,EUR,EUR,45,,,,,,PL
"ITL LOGISTICS GMBH","Lohstrasse 26",Schwaig,85445,DE,,,259664360,259664360,EUR,EUR,45,,,,,,PL
"SAXOTRANS GMBH & CO KG","Schutzenstrasse 32",Nossen,1683,DE,,,266311542,266311542,EUR,EUR,45,,,,rechnung@saxotrans.de,,PL
"DSV LOGISTICS SA","Ernst Hombergerstrasse 5",Schaffhausen,8207,CH,,,251610,251610,EUR,EUR,45,,,,,,PL
"LOGISTIK 3 SPEDITION-KURIER-OVERNIGHT","Wertingerstrasse 1",Gersthofen-Hirblingen,86368,DE,,,209102536,209102536,EUR,EUR,45,,,,,,PL
"LIEGAT LOGISTIK GMBH","Nimrodstrasse 22",Nurnberg,90441,DE,,,813673084,813673084,EUR,EUR,60,,,,N.Gehrke@liegat-logistik.de,,PL
"DUVENBECK LOGISTICS GMBH","Mercedesstrasse 1",Rastatt,76437,DE,,,812938559,812938559,EUR,EUR,45,,,,,,PL
"BETZ NEDERLAND BV","Gewerbestrasse 21",Eupen,4700,BE,,,476589110,476589110,EUR,EUR,45,,,,,,PL
"DHL FREIGHT GMBH","Industriestrasse 28",Renningen,71272,DE,,,811152493,811152493,EUR,EUR,45,,,,Renningen.Abrechnung@dhl.com,,PL
"JOSEF RIEBER GMBH & CO KG","Bahnhofstrasse 12",Duermentingen,88525,DE,,,811431226,811431226,EUR,EUR,45,,,,,,PL
"OVALIE TRANSPORT","Zac de Gramont 29 Avenue Jean Monnet",Colomiers,31770,FR,,,33342965332,33342965332,EUR,EUR,45,,,,,,PL
"CONTINENT INT. EXP. BV","Nijverheidsstraat 4",s-Heerenberg,"7041 GE",NL,,,006710463B01,671046301,EUR,EUR,45,,,,,,PL
"FRITZ GMBH & CO.KG","Franz Reichle Strasse 2",Heilbronn,74078,DE,,,145798584,145798584,EUR,EUR,45,"(0049) 713115733331",,"(0049) 713115737906",abrechnung@fritz-gruppe.de,www.fritz-gruppe.de,PL
"MK SPEDITION GMBH","Hauptstrasse 39",Lohfelden,34253,DE,,,207013782,207013782,EUR,EUR,45,,,,,,PL
"DHL FREIGHT (FRANCE) SAS","39 Rue Ambroise Pare",Genas,69740,FR,,,38488985771,38488985771,EUR,EUR,45,,,,,,PL
"EDI-TRANS Hans-Georg Maas","Lammerspieler Weg 81",Offenbach,63075,DE,,,177753767,177753767,EUR,EUR,45,,,,,,PL
"RHENUS FREIGHT GMBH & CO.KG","Brauereistrasse 45",Zwickau,8064,DE,,,124898841,124898841,EUR,EUR,45,,,,,,PL
"HANS GEIS GMBH & CO.KG Internationale Spedition","Rudolf-Diesel-Ring 24","Bad Neustadt",97616,DE,,,132198447,132198447,EUR,EUR,45,,,,Manuela.Mueller@geis-group.de,,PL
"SPEDITION - BERG Mike Berg","Kolnerstrasse 67",Overath,51491,DE,,,814648297,814648297,EUR,EUR,45,,,,,,PL
"LINNEPE GUTERKRAFTVERKEHR GMBH","Heedfelderstrasse 98-102",Ludenscheid,58509,DE,,,225380896,225380896,EUR,EUR,45,,,,,,PL
"STEEL TRANS LOGISTIK GMBH Spedition und Transport","Aldekerker Landstrasse 61a",Kerken-Aldekerk,47647,DE,,,814295360,814295360,EUR,EUR,45,,,,,,PL
"GUNTER COORS Transporte + Dienstleistunger","Moorlandsweg 5",Harpstedt,27243,DE,,,256138144,256138144,EUR,EUR,45,,,,,,PL
"TRANSPORT, HANDEL & SERVICE - Alexander Jurges","Gewerbestrasse 16",Gnoien,17179,DE,,,261143554,261143554,EUR,EUR,45,,,,,,PL
"VRG LOGISTICS GMBH","Dieselstrasse 4",Aschau,84544,DE,,,245885227,245885227,EUR,EUR,45,,,,,,PL
"TWV EXPRESS SARL","489 Rue jules Bailleul",Beuvry,62660,FR,,,37434591889,37434591889,EUR,EUR,45,,,,,,PL
"ITC LOGISTIC GMBH","Markgroningerstrasse 36",Schwieberdingen,71701,DE,,,811460926,811460926,EUR,EUR,45,,,,,,PL
"EUNITED NETWORK BV","Vlasakker 1","XT Montfoort",3417,NL,,,814022017B01,81402201701,EUR,EUR,45,,,,,,PL
